Название;Автор;Цена в бел.руб.;Ссылка
Переговорщик 80-го уровня. Простые правила успешных продаж;Ткаченко Игорь;17.03;https://magazin.belkniga.by/catalog/biznes-literatura/biznesnastavni_peregovorshchik_80_go_urovnya/
Переговоры как искусство. Профессиональные секреты звездного адвоката;Добровинский Александр;22.58;https://magazin.belkniga.by/catalog/biznes-literatura/psihobschen-peregovory-kak-iskusstvo-prof/
Переговоры. Полный курс;Гэвин Кеннеди;36.94;https://magazin.belkniga.by/catalog/biznes-literatura/peregovory_polnyy_kurs_7_e_izd/
Переговоры. Полный курс;Гэвин Кеннеди;40.52;https://magazin.belkniga.by/catalog/biznes-literatura/peregovory_polnyy_kurs_6_e_izd/
Переход к голубому океану. За пределами конкуренции;Рене Моборн;47.85;https://magazin.belkniga.by/catalog/biznes-literatura/mif_biznes_perekhod_k_golubomu_okeanu_z/
Пиши, сокращай. Как создавать сильный текст;Людмила Сарычева;39.18;https://magazin.belkniga.by/catalog/biznes-literatura/alp_pishi_sokrashchay_kak_sozdat_silnyy_t_1/
Планирование на предприятии;Афитов Э.А.;Нет в продаже;https://magazin.belkniga.by/catalog/biznes-literatura/planirovanie-na-predpriyatii9850610476/
Планшет для ржавых чайников;Левина Любовь Тимофеевна;10.70;https://magazin.belkniga.by/catalog/biznes-literatura/komp-yuternapal-planshet-dlya-rzhavyh-chaynik/
Планшет для ржавых чайников;Левина Любовь Тимофеевна;11.38;https://magazin.belkniga.by/catalog/biznes-literatura/levina-planshet-dlya-rzhavyh-chaynikov/
Пленники собственных мыслей. Смысл жизни и работы по Виктору Франклу;Алекс Паттакос;25.14;https://magazin.belkniga.by/catalog/biznes-literatura/al-p-plenniki-sobstvennyh-mysley-smysl-zh/
Победа! Применение испытанных принципов военной стратегии для достижения величайшего успеха в бизнесе и личной жизни;Брайан Трейси;7.11;https://magazin.belkniga.by/catalog/biznes-literatura/pobeda/
Победи прокрастинацию! Как перестать откладывать дела на завтра;Петр Людвиг;27.03;https://magazin.belkniga.by/catalog/biznes-literatura/pobedi_prokrastinatsiyu_kak_perestat_otk/
Победители. Хочешь быть успешным - мысли, как ребенок;Пол Линдли;18.50;https://magazin.belkniga.by/catalog/biznes-literatura/pobediteli-hochesh-byt-uspeshnym-_-mysli/
Повелители DOOM. Как два парня создали культовый шутер и раскачали индустрию видеоигр;Дэвид Кушнер;28.50;https://magazin.belkniga.by/catalog/biznes-literatura/legkompig-poveliteli-doom-kak-dva-parnya/
Погодите, как вы сказали? И другие вопросы жизненной важности;Джеймс Райан;32.93;https://magazin.belkniga.by/catalog/biznes-literatura/mif_lichnoe_ra_pogodite_kak_vy_skazali/
Подлые рынки и мозг ящера. Как заработать деньги, используя знания о причинах маний, паники и крахов на финансовых рынках;Терри Бернхем;36.94;https://magazin.belkniga.by/catalog/biznes-literatura/alpinapab_podlye_rynki_i_mozg_yashchera_ka/
Поднимите свой финансовый IQ;Роберт Кийосаки;18.87;https://magazin.belkniga.by/catalog/biznes-literatura/podnimite_svoy_finansovyy_iq_integr_/
Поднимите свой финансовый IQ (7Бц);Кийосаки Р.;19.95;https://magazin.belkniga.by/catalog/biznes-literatura/podnimite-svoy-finansovyy-iq-7bc/
Пожиратели времени. Как избавить от лишней работы себя и сотрудников;Александр Фридман;50.46;https://magazin.belkniga.by/catalog/biznes-literatura/topbusaw_pozhirateli_vremeni_kak_izbavit/
Поздний расцвет. Как взрослым добиться успеха в мире, одержимом ранним развитием;Карлгаард Рич;23.25;https://magazin.belkniga.by/catalog/biznes-literatura/psihbest-pozdniy-rascvet-kak-vzroslym-d/
Позитивный тайм-менеджмент. Как успевать быть счастливым;Хайнц М.;18.22;https://magazin.belkniga.by/catalog/biznes-literatura/pozitivnyy_taym_menedzhment_kak_uspevat/
Позитивный тайм-менеджмент. Как успевать быть счастливым (м);Мария Хайнц;11.56;https://magazin.belkniga.by/catalog/biznes-literatura/al-p-as-pozitivnyy-taym-menedzhment-kak-u/
Позиционирование. Workbook;Бодо Шефер;7.54;https://magazin.belkniga.by/catalog/biznes-literatura/pozitsionirovanie_workbook/
Позиционирование. Битва за умы;Джек Траут;28.62;https://magazin.belkniga.by/catalog/biznes-literatura/pozitsionirovanie_bitva_za_umy_novoe_iz/
Позиционирование. Битва за умы;Джек Траут;27.94;https://magazin.belkniga.by/catalog/biznes-literatura/pozitsionirovanie_bitva_za_umy_novoe_iz_1/
Поколение Z на работе. Как его понять и найти с ним общий язык;Стиллман Дэвид;38.30;https://magazin.belkniga.by/catalog/biznes-literatura/mif_biznes_pokolenie_z_na_rabote_kak_e/
Полное руководство для менеджера по продажам. Руководство;Трейси Брайан;8.76;https://magazin.belkniga.by/catalog/biznes-literatura/polnoe_ruk_vo_dlya_menedzh_po_prodazham_n_o/
"Положение по организации внутрифирменных экономических отношений в Акционерном  Обществе (на примере ОАО ""Барановичхлебопродукт"")";Манько Н. В.;Нет в продаже;https://magazin.belkniga.by/catalog/biznes-literatura/polozhenie-po-organizacii-vnutrifirmennyh-ekonomicheskih-otnosheniy-v-akcionernom-obschestve-na-primere-oao-baranovichhleboprodukt9789850620804/
Популярность;Митч Принстейн;20.11;https://magazin.belkniga.by/catalog/biznes-literatura/populyarnost_kak_nayti_schaste_i_dobit/
Пора зарабатывать больше! Как постоянно увеличивать доходы;Бодо Шефер;12.40;https://magazin.belkniga.by/catalog/biznes-literatura/pora_zarabatyvat_bolshe_kak_postoyanno_1/
Пора зарабатывать больше! Как постоянно увеличивать доходы;Бодо Шефер;14.56;https://magazin.belkniga.by/catalog/biznes-literatura/pora_zarabatyvat_bolshe_kak_postoyanno/
Пора подниматься!;Ким Кийосаки;11.65;https://magazin.belkniga.by/catalog/biznes-literatura/pora-podnimat-sya-kiyosaki-k/
Порвать всех. Как построить большой бизнес в России;Фоменков Сергей;27.49;https://magazin.belkniga.by/catalog/biznes-literatura/alpinapab_porvat_vsekh_kak_postroit_b/
После меня - продолжение...;Акин Онгор;52.95;https://magazin.belkniga.by/catalog/biznes-literatura/alpinapab_posle_menya_prodolzhenie_/
Пособие для подготовки и проведения Мозгового штурма;Бубенцов В.;12.00;https://magazin.belkniga.by/catalog/biznes-literatura/solon_posobie_dlya_podgotovki_i_proveden/
Пособие по общественным связям в науке и технологиях;Брайан Тренч;35.42;https://magazin.belkniga.by/catalog/biznes-literatura/posobie-po-obschestvennym-svyazyam-v-nauke-i/
"Построение бизнеса услуг. С ""нуля"" до доминирования на рынке";Константин Бакшт;36.73;https://magazin.belkniga.by/catalog/biznes-literatura/postroenie_biznesa_uslug_s_nulya_do_do/
Построение личного бренда. Система раскрытия индивидуальности и творческого потенциала;Дарья Дмитриева;31.19;https://magazin.belkniga.by/catalog/biznes-literatura/postroenie_lichnogo_brenda_sistema_raskr/
Построение отдела продаж. Ultimate Edition;Константин Бакшт;30.51;https://magazin.belkniga.by/catalog/biznes-literatura/postroenie_otdela_prodazh_ultimate_editi/
